	ID	Kaltmiete	Zimmer	Quadratmeter	lat	lng
0	100122011	1086.0	2.0	83.55	52.559916971713214	13.382838878554802
1	100150862	1636.0	2.0	102.2	52.50676504586364	13.374208081197844
2	100157936	1901.5	2.0	86.42	52.52511758785242	13.402288261907565
3	100175320	675.0	1.0	35.52	52.49949234461476	13.312237449409821
4	100206764	590.0	1.0	31.0	52.48945181819381	13.332634522952382
5	100286657	531.0	2.0	59.0	52.46345358271069	13.506194834763043
6	100481709	1872.0	4.0	155.96	52.53110937788318	13.325069101795522
7	100542224	599.0	1.0	20.0	52.485266111603174	13.373925777771868
8	100568036	1450.0	3.0	120.1	52.43513528599445	13.528552556018875
9	100594417	1100.0	2.0	90.0	52.45130908692979	13.273926558321229
10	100595242	1115.0	2.0	64.0	52.4996545513519	13.29784563989891
11	100618542	1900.0	5.5	195.0	52.50965951359938	13.264598422497905
12	100665876	2150.0	4.5	143.5	52.49660881576175	13.299419024549573
13	100723183	1240.0	2.5	124.0	52.45393575202945	13.610339652005344
14	100735381	686.0	1.0	41.38	52.485709940047414	13.435118056918643
15	100779747	700.0	3.0	70.05	52.44759500547759	13.399724473630426
16	100809892	720.0	2.5	66.3	52.44766574488525	13.314434883224584
17	101035835	859.0	3.0	81.74	52.58427550092468	13.37374877695717
18	101418673	361.0	1.0	33.96	52.54356455914854	13.437495883160723
19	101426729	690.0	2.0	60.0	52.51413025822477	13.49984694157191
20	101427862	580.0	2.0	67.0	52.54179361599753	13.416056346690633
21	101477669	1247.4	3.0	104.0	52.50722821570167	13.301986436516597
22	101481748	1103.0	2.0	122.58	52.53337103227613	13.342837835324547
23	101556678	900.0	1.0	55.0	52.54933583174331	13.357461787890617
24	101618312	819.0	2.0	65.48	52.4927099200277	13.427407188931099
25	101621833	1620.0	2.0	101.03	52.50636918144189	13.373999121195299
26	101628957	1600.0	3.0	93.19	52.50736005222268	13.373818487575925
27	101628962	1750.0	3.0	93.8	52.50736005222268	13.373818487575925
28	101687815	890.0	2.0	56.0	52.53035444107336	13.349979486909271
29	101697726	1005.0	2.0	66.96	52.48649378570846	13.29709879430275
30	101712830	1010.0	3.0	91.33	52.453906285153266	13.57639791113868
31	101766688	770.0	2.0	67.0	52.548855507890735	13.218505461337019
32	101773333	1450.0	1.0	109.0	52.51373979225941	13.397185506615749
33	101866074	1200.0	3.0	90.0	52.472149650696515	13.572916276149396
34	101907002	710.0	2.0	70.0	52.44299146755839	13.582755167220535
35	101982092	1400.0	3.0	106.75	52.438452819391614	13.52497087361123
36	101982126	1350.0	4.0	108.9	52.43683140699024	13.529251930746458
37	102096621	780.0	2.0	56.0	52.51519139852265	13.292406822012673
38	102131259	629.5	2.0	56.86	52.48666165543702	13.527339093792467
39	102148110	1087.5	2.0	75.0	52.48293574885326	13.438317345189475
40	102264493	1368.0	3.0	114.0	52.52794349453419	13.339040295742185
41	102324505	700.0	1.0	35.0	52.512391793635416	13.468694711774177
42	102345690	750.0	3.0	83.0	52.477011292316455	13.28250715498303
43	102349114	867.27	2.0	62.0	52.55476399867646	13.406625574205355
44	102369330	1940.0	3.0	108.13	52.50636918144189	13.373999121195299
45	102426379	1623.92	2.0	141.21	52.49686394995961	13.30078362300388
46	102502927	1050.0	2.0	55.5	52.48171258943941	13.453476184063287
47	102529876	724.0	2.0	65.75	52.44019426800078	13.570448111507822
48	102560023	884.47	3.0	76.91	52.4220383721161	13.406727700088105
49	102627429	1700.0	3.0	132.0	52.54554528676314	13.412146592389911
50	102628022	611.43	2.0	33.0	52.514242747304095	13.406963923085543
51	102633214	1099.0	3.0	126.02	52.42130842250303	13.34952839036863
52	102662963	1190.0	2.0	105.5	52.530266329072084	13.461619789924516
53	102693974	13500.0	4.0	456.0	52.51365614205413	13.3972390919503
54	102735492	1490.0	4.0	139.0	52.52840832311891	13.196027514293649
55	102760034	2500.0	3.0	142.0	52.531946237354646	13.412066238098447
56	102823297	1995.0	3.0	108.0	52.53039702597073	13.370293789597312
57	102857328	830.0	3.0	100.59	52.55148574039578	13.434337867819767
58	102935946	1500.0	4.0	107.65	52.533160515843015	13.440644025632324
59	102983564	1470.0	2.0	86.36	52.50736005222268	13.373818487575925
60	102983567	1700.0	3.0	93.8	52.50736005222268	13.373818487575925
61	102983598	1650.0	3.0	93.27	52.50736005222268	13.373818487575925
62	102983600	1450.0	2.0	83.58	52.50736005222268	13.373818487575925
63	103019275	630.0	2.0	66.3	52.421905151904596	13.38960525736464
64	103023709	420.0	2.0	60.0	52.54363350782709	13.586307479810683
65	103026201	480.0	2.0	60.0	52.54080338380954	13.586308169288834
66	103028484	581.4	3.0	68.4	52.54066547132886	13.585099402269963
67	103057062	3790.0	4.5	245.0	52.489026406344756	13.404786898210318
68	103075453	3495.0	5.0	207.0	52.49154940011754	13.31832747316258
69	103103920	520.2	2.0	61.2	52.54164554648384	13.584368347786615
70	103104420	547.2	3.0	68.4	52.54066547132886	13.585099402269963
71	103105051	459.85	2.0	54.1	52.54066822126369	13.584695343572273
72	103110941	360.34	1.0	37.93	52.5417298116007	13.585228502936667
73	103126708	794.25	2.0	51.81	52.56948606002096	13.413545260398434
74	103129890	611.83	3.0	71.98	52.5406749905025	13.586327957725961
75	103140646	1170.0	3.0	73.12	52.45979490798329	13.38419849311032
76	103148598	700.0	1.0	42.4	52.502794964230524	13.491148547014179
77	103149110	1045.0	3.5	91.0	52.43979203379851	13.338985534793808
78	103149300	1003.0	2.0	62.7	52.502941136429705	13.491144834708892
79	103152042	2200.0	3.0	100.0	52.51069667778796	13.288490086239133
80	103154723	1837.5	2.0	105.0	52.515198168346146	13.378875358683233
81	103239961	1100.0	1.5	48.0	52.525145617886075	13.391454767528902
82	103257810	1200.0	3.0	73.5	52.490034034966115	13.570764667384873
83	103281867	1005.87	2.0	69.37	52.50164797134408	13.32926726699696
84	103282424	680.0	2.5	63.0	52.435797974685194	13.455857052294165
85	103302565	970.0	1.0	32.0	52.53059729831424	13.40022967999011
86	103312216	1825.0	4.0	124.0	52.50433790338092	13.348028647921934
87	103322535	1711.0	4.0	118.0	52.48387701671025	13.430837356425407
88	103333241	570.0	1.0	20.5	52.54855206655964	13.396320727633562
89	103333796	700.0	1.0	27.8	52.54754065832529	13.398221468850322
90	103354990	1895.76	3.0	105.32	52.534459768608016	13.381149054611654
91	103388627	980.0	3.0	73.0	52.52064354563256	13.429039252056267
92	103434343	1480.0	3.0	105.0	52.516404590381924	13.290070961333656
93	103477445	1700.0	5.0	163.0	52.52840832311891	13.196027514293649
94	103481171	830.0	2.0	88.0	52.472149650696515	13.572916276149396
95	103488781	1790.0	4.0	135.58	52.55282126732056	13.433914921629054
96	103502657	1493.7	3.0	482.0	52.50431814189261	13.581778227318239
97	103568968	500.0	2.0	44.0	52.54011312273544	13.266506883430884
98	103597649	1990.0	3.0	125.49	52.50663501522149	13.37395905075434
99	103616292	1170.0	3.0	87.0	52.5583035313464	13.466008269650608
100	103716093	1455.0	4.0	103.99	52.42706573439237	13.325685757670454
101	103718883	1276.0	3.0	98.17	52.42706573439237	13.325685757670454
102	103720731	2911.37	6.0	264.67	52.49783394662623	13.311458315836276
103	103723431	1008.04	3.0	91.64	52.48869691590166	13.419806333284205
104	103734418	1122.0	3.0	102.0	52.385390652611164	13.397030478687142
105	103738774	1425.0	4.0	95.0	52.490766199172306	13.387898672070921
106	103763608	400.0	2.0	54.22	52.44956559912702	13.352717448696938
107	103768003	1700.0	4.0	113.7	52.51325537641682	13.227260153093225
108	103783282	1600.0	2.0	87.0	52.51079556037776	13.44741620298752
109	103791705	2036.76	4.0	123.44	52.53659717365627	13.378793509054674
110	103808302	990.0	1.0	37.0	52.51129859673632	13.303359887024587
111	103810638	2547.77	4.0	172.73	52.53174508171889	13.384239659140803
112	103827357	1980.0	5.0	165.0	52.46780183814418	13.339535431822842
113	103834184	1300.0	3.0	76.0	52.51687370772318	13.440366248500741
114	103849943	2200.0	3.0	97.2	52.536026190653914	13.406205650270364
115	103850419	2000.0	3.0	158.0	52.53176383744602	13.343527620200902
116	103929168	1445.75	3.0	125.39	52.49694303587805	13.310316457025314
117	103939199	1295.0	2.0	50.0	52.504191172109806	13.374525278438783
118	103951699	1500.0	3.0	95.4	52.501297081296066	13.313341436224576
119	104012708	782.5	2.0	65.2	52.54779228363702	13.357826602262755
120	104024757	1250.0	3.0	125.0	52.457037950559865	13.57825863980866
121	104033132	1500.0	3.0	90.0	52.49123092089402	13.27749411375236
122	104051535	1395.0	3.0	130.0	52.45521958519321	13.62550663365631
123	104096072	960.0	3.0	80.0	52.573917732810884	13.422509190112624
